Property Name,Portfolio Manager ID,Property Type - Self-Selected,Gross Floor Area
East Don Parkland,34999715,Other - Public Services,115
E.T. Seton Park,34999712,Other - Public Services,124
Earl Bales Park,34999713,Other - Public Services,110
Erwin Krickhan Park,34999726,Other - Public Services,1
Esther Shiner Stadium,34999727,Other - Public Services,122
Elmcrest Park,34999724,Other - Public Services,1
Eringate Pool,34999725,Other - Public Services,121
Elizabeth Simcoe Park,34999722,Other - Public Services,1
Ellerslie Park,34999723,Other - Public Services,1
Eglinton Flats Sport Pavilions,34999720,Other - Public Services,116
Eglinton Park,34999721,Other - Public Services,1
Greenfield Park,34999766,Other - Public Services,1
Greenwood Park,34999767,Other - Public Services,147
Graydon Hall Park,34999764,Other - Public Services,139
Greenbrae Parkette,34999765,Other - Public Services,1
Grange Park,34999762,Other - Public Services,143
Grattan Park,34999763,Other - Public Services,145
Grand Manitoba Park,34999760,Other - Public Services,1
Grandravine Park,34999761,Other - Public Services,1
Havenbrook Park,34999774,Other - Public Services,159
Hawksbury Park,34999775,Other - Public Services,262
Harbour Square Park,34999772,Other - Public Services,176
Harryetta Gardens,34999773,Other - Public Services,158
Halbert Park,34999770,Other - Public Services,156
Hanlan's Point Buildings,34999771,Other - Public Services,171
Greystone Park,34999768,Other - Public Services,6
Gwendolen Park,34999769,Other - Public Services,155
Giltspur Park,34999750,Other - Public Services,140
Giovanni Caboto Pool/Rink,34999751,Other - Public Services,154
Gibson Park,34999748,Other - Public Services,1
Gihon Spring Park Outdoor Pool,34999749,Other - Public Services,152
Geary Avenue Parkette,34999746,Other - Public Services,144
George Webster Park,34999747,Other - Public Services,138
Gamble Park,34999744,Other - Public Services,136
Gateway Park,34999745,Other - Public Services,1
Gracedale Park,34999758,Other - Public Services,146
Grafton Avenue Park,34999759,Other - Public Services,153
Glen Stewart Park,34999756,Other - Public Services,151
Glendora Park,34999757,Other - Public Services,142
Glen Park,34999754,Other - Public Services,1
Glen Rouge Campground,34999755,Other - Public Services,150
Glamorgan Park,34999752,Other - Public Services,141
Glebe Manor Square,34999753,Other - Public Services,1
Hullmar Park Walkway,34999798,Other - Public Services,1
Humber Bay Park East,34999799,Other - Public Services,160
HTO Park,34999796,Other - Public Services,178
HTO Park West,34999797,Other - Public Services,236
Howard Talbot Park,34999794,Other - Public Services,170
Howard Talbot Park Clubhouse,34999795,Other - Public Services,336
Home Smith Park,34999792,Other - Public Services,174
Howard Park Tennis Club,34999793,Other - Public Services,1
Humberwood Park,34999806,Other - Public Services,1
Huron Street Playground,34999807,Other - Public Services,173
Humber Valley Rink,34999804,Other - Public Services,179
Humberline Park,34999805,Other - Public Services,1
Humber Valley Golf Course,34999802,Other - Public Services,180
Humber Valley Golf Service Building,34999803,Other - Public Services,181
Humber Bay Park West,34999800,Other - Public Services,161
Humber Bay Park West Trail,34999801,Other - Public Services,1
High Park Outdoor Ice Rink,34999782,Other - Public Services,172
High Park Outdoor Pool,34999783,Other - Public Services,1
High Park Baseball Diamond,34999780,Other - Public Services,1
High Park Lighting (Unmetered),34999781,Other - Public Services,1
Hideaway Park,34999778,Other - Public Services,165
High Park,34999779,Other - Public Services,168
Heather Heights Park,34999776,Other - Public Services,1
Hendon Park,34999777,Other - Public Services,164
Hinder Property,34999790,Other - Public Services,1
Hodgson Middle School,34999791,Other - Public Services,175
Hillcrest Park,34999788,Other - Public Services,163
Hillsdale Ave Parkette,34999789,Other - Public Services,1
Highland Creek Community Park,34999786,Other - Public Services,162
Highview Park,34999787,Other - Public Services,167
High Park Tennis Club,34999784,Other - Public Services,169
High Park Zoo,34999785,Other - Public Services,1
